0;0;1;50;5;5;0;0;0
1;0;2;70;10;5;0;0;0
2;0;3;130;15;10;5;0;0
3;0;4;200;20;10;5;0;0
4;0;5;270;30;15;5;0;0
5;0;6;330;35;20;5;0;0
6;0;7;420;45;25;10;5;0
7;0;8;490;50;25;10;5;0
8;0;9;570;60;30;10;5;0
9;0;10;650;65;35;10;5;0
10;0;11;667;75;40;15;5;0
11;0;12;683;85;45;15;5;0
12;0;13;700;95;50;15;5;0
13;0;14;718;100;50;15;5;0
14;0;15;736;110;55;20;5;0
15;0;16;754;120;60;20;5;0
16;0;17;773;130;65;20;5;0
17;0;18;792;140;70;25;5;0
18;0;19;812;150;75;25;5;0
19;0;20;833;155;80;25;5;0
20;0;21;853;165;85;30;10;0
21;0;22;875;175;90;30;10;0
22;0;23;897;185;95;30;10;0
23;0;24;919;195;100;35;10;0
24;0;25;942;205;105;35;10;0
25;0;26;965;215;110;35;10;0
26;0;27;990;225;115;40;10;0
27;0;28;1014;235;120;40;10;0
28;0;29;1040;245;125;40;10;0
29;0;30;1066;255;130;45;10;0
30;0;31;1092;265;135;45;10;0
31;0;32;1120;275;140;45;10;0
32;0;33;1147;285;145;50;15;5
33;0;34;1176;300;150;50;15;5
34;0;35;1206;310;155;50;15;5
35;0;36;1236;320;160;55;15;5
36;0;37;1267;330;165;55;15;5
37;0;38;1298;340;170;55;15;5
38;0;39;1331;350;175;60;15;5
39;0;40;1364;365;185;60;15;5
40;0;41;1398;375;190;65;15;5
41;0;42;1433;385;195;65;15;5
42;0;43;1469;395;200;65;15;5
43;0;44;1505;405;205;70;20;5
44;0;45;1543;420;210;70;20;5
45;0;46;1582;430;215;70;20;5
46;0;47;1621;440;220;75;20;5
47;0;48;1662;450;225;75;20;5
48;0;49;1703;465;235;80;20;5
49;0;50;1746;475;240;80;20;5
50;0;51;1789;485;245;80;20;5
51;0;52;1834;500;250;85;20;5
52;0;53;1880;510;255;85;20;5
53;0;54;1927;520;260;85;20;5
54;0;55;1975;535;270;90;25;5
55;0;56;2025;545;275;90;25;5
56;0;57;2075;555;280;95;25;5
57;0;58;2127;570;285;95;25;5
58;0;59;2180;580;290;95;25;5
59;0;60;2235;590;295;100;25;5
60;0;61;2290;605;305;100;25;5
61;0;62;2348;615;310;105;25;5
62;0;63;2406;630;315;105;25;5
63;0;64;2467;640;320;105;25;5
64;0;65;2528;650;325;110;30;5
65;0;66;2591;665;335;110;30;5
66;0;67;2656;675;340;115;30;5
67;0;68;2723;690;345;115;30;5
68;0;69;2791;700;350;115;30;5
69;0;70;2860;715;360;120;30;5
70;0;71;2932;725;365;120;30;5
71;0;72;3005;735;370;125;30;5
72;0;73;3080;750;375;125;30;5
73;0;74;3157;760;380;125;30;5
74;0;75;3236;775;390;130;35;5
75;0;76;3317;785;395;130;35;5
76;0;77;3400;800;400;135;35;5
77;0;78;3485;810;405;135;35;5
78;0;79;3572;825;415;140;35;5
79;0;80;3661;835;420;140;35;5
80;0;81;3753;850;425;140;35;5
81;0;82;3847;860;430;145;35;5
82;0;83;3943;875;440;145;35;5
83;0;84;4041;890;445;150;40;10
84;0;85;4142;900;450;150;40;10
85;0;86;4246;915;460;155;40;10
86;0;87;4352;925;465;155;40;10
87;0;88;4461;940;470;155;40;10
88;0;89;4572;950;475;160;40;10
89;0;90;4687;965;485;160;40;10
90;0;91;4804;975;490;165;40;10
91;0;92;4924;990;495;165;40;10
92;0;93;5047;1005;505;170;45;10
93;0;94;5173;1015;510;170;45;10
94;0;95;5303;1030;515;170;45;10
95;0;96;5435;1040;520;175;45;10
96;0;97;5571;1055;530;175;45;10
97;0;98;5710;1070;535;180;45;10
98;0;99;5853;1080;540;180;45;10
99;0;100;5999;1095;550;185;45;10
100;0;101;6149;1110;555;185;45;10
101;0;102;6303;1120;560;185;45;10
102;0;103;6461;1135;570;190;50;10
103;0;104;6622;1150;575;190;50;10
104;0;105;6788;1160;580;195;50;10
105;0;106;6957;1175;590;195;50;10
106;0;107;7131;1190;595;200;50;10
107;0;108;7309;1200;600;200;50;10
108;0;109;7492;1215;610;205;50;10
109;0;110;7679;1230;615;205;50;10
110;0;111;7871;1240;620;205;50;10
111;0;112;8068;1255;630;210;55;10
112;0;113;8270;1270;635;210;55;10
113;0;114;8477;1280;640;215;55;10
114;0;115;8688;1295;650;215;55;10
115;0;116;8906;1310;655;220;55;10
116;0;117;9128;1325;665;220;55;10
117;0;118;9357;1335;670;225;55;10
118;0;119;9590;1350;675;225;55;10
119;0;120;9830;1365;685;230;60;10
